WE1_counts	WE2_counts	M1_counts	M2_counts	M3_counts
YJL167W	16554	24705	29024	35217	21390
YPL076W	855	1267	1530	1301	1135
YKL011C	773	642	885	708	651
YAL049C	2564	2722	4829	4467	3611
YOR018W	999	1826	2894	2514	1831
YGL201C	3288	4798	4937	5275	3521
YPR084W	908	1247	1556	1531	1088
YBR121C	57105	67520	82237	75996	60775
YDL146W	639	1059	1908	1565	1336
YMR062C	3691	4047	2584	2676	1944
YMR015C	30361	34680	46244	36974	33945
YHL015W-A	6	2	4	2	2
YAL063C	0	14	11498	2288	837
YMR159C	21	59	127	100	78
YDR260C	799	1447	1234	1055	1050
YBR147W	43	0	1	1	1
YNL064C	23217	32058	29459	41307	22760
YNL031C	25774	26141	41951	38618	31992
YIL136W	240	537	1363	532	848
YLR190W	5162	7373	5489	4867	4016
YOR023C	1576	2250	2579	2433	1619
YOR098C	5878	8399	8653	9002	6169
YCR030C	5225	7687	12077	9639	7732
YIL018W	243136	432766	422583	355149	316889
YHR039C	26484	25805	17227	16135	11900
YBR274W	1440	2184	3632	3582	2685
YML119W	1475	1302	1770	1338	1397
YHR204W	6588	8951	15044	20464	10180
YNL225C	1053	942	1246	1094	873
YNR059W	1239	1614	1240	846	914
YDR180W	2719	3422	3539	4207	2418
YOL120C	182284	231187	240347	217435	196362
YIL036W	1639	2424	2768	2025	1629
YOL051W	2651	3675	3863	3627	2630
YFR057W	5	5	0	0	0
YOR045W	3472	5106	5352	3928	3789
YDR476C	1822	4409	2854	1806	1744
YGR268C	405	874	592	343	409
YPL183W-A	1082	1903	1397	1038	1014
YIL158W	3212	3368	2897	2616	2138
YJR101W	3264	5046	5480	4602	3929
YKR095W-A	309	384	370	412	372
YLR341W	188	109	217	295	122
YGL040C	7870	10227	12348	9404	8872
YGR058W	774	1095	1593	2065	1212
YBR053C	188	1998	2903	1563	2096
YDL192W	34192	34652	43111	36212	30959
YLR029C	260230	323233	311866	273165	240806
YBR082C	7983	9841	10314	8928	7985
YER160C	0	0	0	0	0
YHR104W	1574	2381	6605	5707	4926
YDL003W	2952	2766	5494	5220	3710
YDR363W-A	2403	2660	2696	2470	2251
YDL078C	6169	9658	11984	10438	9010
YOR258W	444	533	414	356	362
YDR435C	1008	1736	1274	958	1059
YIL098C	563	991	1138	875	811
YLL027W	2385	2762	1656	1366	1374
YOR322C	4421	6427	5631	5828	4280
YHL006C	151	299	104	80	85
YGR198W	4594	5593	4430	4496	3193
YAR007C	3806	2172	7472	6595	5228
YML064C	715	1069	1281	1191	848
YLR414C	3421	5829	4823	5316	3747
YML031W	11219	10559	10026	11625	7271
YBR085W	1766	503	671	432	552
YMR036C	1415	1425	1251	1242	909
YMR081C	233	383	1273	721	799
YGR218W	11058	14600	17218	17224	13408
YGR267C	6193	6173	7670	7273	6298
YDL125C	7570	14058	8051	6700	6657
YPR006C	891	237	140	82	118
YMR114C	220	284	483	460	327
YGL022W	31655	34508	29634	44474	20627
YJL153C	486	1016	574	906	286
YMR214W	5756	6262	5020	5983	3452
YOR180C	475	523	478	395	241
YDR500C	40983	47458	51430	39097	37044
YGR063C	2206	3185	3294	4128	2924
YPR020W	3134	5212	7800	5538	5127
YEL077C	56	2	672	544	420
YGR245C	15040	13487	12005	17644	9321
YPL243W	8369	8938	11709	12147	8394
YDR497C	13745	22823	35051	30340	25646
YDL025C	1411	2000	2411	1658	1574
YLR147C	757	1092	864	842	729
YFL056C	0	0	40	16	16
YBR104W	6279	5196	4692	5968	3814
YBL091C	14217	18313	18202	16478	14973
YPL048W	18349	26459	22241	19712	17672
YPR133C	3943	3532	4549	4357	3402
YJL071W	1689	2130	1726	1912	1222
YNL123W	7942	8095	11142	12343	8366
YPL037C	30798	38142	44817	39460	33325
YKL145W	7609	10323	12373	11746	8852
YOR111W	591	630	1106	863	787
YDR451C	667	1247	1562	1470	1237
YKL198C	1227	1811	1103	1144	723
YNL041C	2005	1959	3520	3381	2152
YDR030C	499	493	796	973	629
YJL100W	1026	1840	1185	1143	933
YKL032C	2432	2808	3784	3824	2415
YDL178W	5643	8410	8575	8097	5750
YHR080C	1956	3235	4404	3490	2917
YKL163W	53	521	1142	239	881
YPL015C	2905	5966	3891	3468	2648
YOL019W-A	0	2	0	0	0
YDL107W	295	372	673	581	504
YNR029C	1927	2220	2789	2689	2165
YOL105C	2334	4158	3716	3318	2462
YBR253W	418	617	641	416	472
YIL111W	301	543	867	512	622
YDR210C-D	2	0	0	0	0
YJL084C	2138	2950	3225	3093	2321
YHR154W	1893	1668	2605	3706	1754
YPL135W	3594	10112	7153	5436	5238
YMR304W	1610	2758	5320	4215	3813
YGR041W	2505	3212	2059	3618	1515
YPL168W	732	795	725	590	505
YIL177C	0	0	0	0	0
YHR160C	343	594	627	731	409
YHR213W-B	229	18	6	0	2
YLR273C	142	276	108	117	55
YDL225W	2580	2911	4543	4461	3018
YCL038C	1224	1849	1562	1476	1157
YKL058W	3024	4074	3777	3350	2973
YKL085W	4502	9397	9955	6290	6558
YNR043W	18117	25519	31544	32135	24346
YHL018W	67	117	132	133	77
YOL089C	1473	1933	3076	2970	2448
YIL064W	6070	7843	4241	6113	3312
YPR158C-D	0	0	0	0	0
YKL217W	179	282	376	221	231
YKR094C	61232	78179	76544	71247	60940
YGR013W	1947	2726	2313	3199	1685
YML103C	8933	11192	12980	15422	9960
YLR306W	392	332	458	356	347
YPL038W-A	48	44	36	41	35
YGL220W	4596	8201	5346	5072	4680
YOR351C	92	133	98	125	52
YOR328W	1367	2581	1774	2412	1437
YDL115C	1075	1550	1577	1212	1039
YHL027W	1908	2483	2957	3033	2226
YGR035C	638	580	249	270	145
YDR539W	3866	3796	3104	1754	2278
YMR177W	2066	3116	1479	1406	1131
YCL048W-A	0	0	2	2	1
YGR286C	4993	3831	6270	3676	4476
YCR037C	7654	9915	11716	13175	7747
YOR239W	13522	18080	15591	13786	10962
YOR147W	2152	2795	4429	4665	3178
YNL332W	0	0	0	0	2
YLR046C	1654	2585	2311	1765	1804
YBR067C	2076	3358	119	94	79
YDR100W	914	1530	3738	2212	2527
YLL004W	1178	1188	1933	1978	1523
YER049W	16682	18015	19669	24363	14876
YEL054C	82151	114009	129247	103033	85651
YML012W	18595	23213	23582	21367	18049
YER056C-A	32639	36846	42543	35849	31556
YPR192W	2	8	669	416	396
YOR217W	4886	6435	4970	4993	3264
YBL035C	3131	2662	3530	3383	2553
YNL206C	2859	3123	3541	3148	2365
YLR060W	24040	30355	38556	39862	28363
YER076C	662	748	750	699	529
YBR049C	4286	5744	7618	7450	5163
YKR080W	3545	4489	4840	4375	4333
YPR148C	6035	7559	6246	5445	3208
YGR224W	432	694	394	363	230
YDR071C	6265	5467	8442	7372	6211
YPL066W	1175	1682	2072	1646	1530
YML124C	6526	10739	12309	11369	9107
YDR353W	14382	18763	25970	21803	17875
YJL001W	4601	5865	7379	5654	5184
YHR183W	30841	58955	72118	78361	55075
YDL085C-A	416	389	720	469	477
YCR099C	6	368	120	122	96
YML087C	201	785	346	238	292
YDL206W	898	1275	2096	1902	1350
YHR060W	1156	1239	1427	1113	1032
YER094C	6012	8033	8354	7681	6341
YLR173W	1255	2267	1664	1705	1347
YKR037C	884	1192	1436	1343	1046
YLR212C	3246	4585	4807	4974	3593
YER101C	680	796	1133	978	694
YMR155W	1891	3123	4286	3454	3074
YCR019W	966	1115	1133	942	781
YJL027C	12	35	21	23	18
YLR303W	3692	6773	10640	8585	8209
YBL074C	212	534	494	563	384
YMR260C	26189	23209	28111	28031	22886
YOR161C	1418	3859	17147	6447	11587
YML078W	10358	16203	14734	13182	12052
YMR001C-A	80	64	138	148	96
YIR018W	335	492	419	414	214
YPL074W	2600	2942	3011	3203	2228
YJR025C	623	397	715	699	479
YNL320W	2427	2945	3636	2983	2661
YKL046C	11610	15486	16037	14990	10381
YBR145W	721	816	1406	660	1185
YDR339C	3844	4533	4206	4054	3072
YOR151C	14798	21733	24632	24195	18120
YGR174C	561	1379	1164	990	774
YGL207W	12863	14378	16382	16301	11628
YLR326W	864	793	647	618	476
YER188C-A	0	0	0	0	0
YKL184W	6421	9216	11108	10057	7291
YPR086W	4027	4863	5025	5296	3755
YJR125C	2381	3081	6027	5518	4315
YMR060C	1390	1888	1968	2267	1714
YJR003C	3603	2504	4399	5009	3317
YDL144C	1599	3540	3341	2572	2342
YJR078W	123	113	36	34	38
YNL033W	0	0	116	83	16
YNL062C	6576	5451	6400	8159	4778
YMR295C	3205	6460	7276	5886	5338
YPL116W	2348	4190	5003	4208	3523
YLR238W	675	797	697	591	527
YBR118W	40202	39339	348276	380471	280569
YFL017C	1359	1857	2493	2222	1869
YDR262W	2478	2132	1726	1527	1152
YIL134W	1222	1555	1724	1534	1324
YJL163C	290	684	1618	1684	1241
YDR084C	2704	3931	3884	3420	2756
YJR143C	37801	56194	58892	49774	41010
YGR083C	8317	8141	8829	13851	6169
YDR014W-A	9	17	14	7	12
YDR182W	5081	6093	7318	6793	5140
YNL290W	2183	2966	3279	3265	2311
YBL010C	507	651	1012	949	794
YAL064C-A	0	0	71	31	93
YDR139C	954	1059	965	917	719
YBR276C	6314	10024	8883	8912	6833
YAL021C	5420	4837	7582	7321	5906
YOL126C	7413	4720	4031	1663	2898
YOR316C	1770	3722	370	346	250
YBR298C	699	1663	112	72	42
YBR123C	1744	1940	2664	2447	1888
YBR198C	5033	6221	6474	6795	5041
YOR043W	5199	5746	8115	7229	6183
YDR470C	1131	2030	2439	2116	1761
YIL034C	4312	6070	8160	6294	6029
YIL043C	24637	31241	33385	33404	25594
YDR386W	489	582	757	713	567
YMR042W	474	814	869	720	529
YLR347C	7948	15052	19617	17206	14258
YJR107W	1314	1925	1955	1636	1405
YNL157W	2057	2459	3127	2303	2068
YML060W	994	931	1463	1973	1029
YBR218C	25206	37512	31711	30280	22923
YNR060W	8923	2845	911	824	635
YML120C	1043	6876	7740	3771	5027
YHR106W	667	1217	1433	1177	1137
YDL156W	602	619	893	903	547
YBR080C	4928	7715	10156	9062	7328
YER137C	421	498	435	487	325
YDR027C	2461	3996	4987	4414	3534
YIL063C	2556	2723	3292	3049	2468
YPL263C	6497	6600	6413	8731	4886
YDL001W	1280	1171	1623	1656	1165
YOL013C	2201	2834	3956	2994	2628
YPL218W	18637	25105	35141	24227	27447
YBR071W	616	1329	1080	838	866
YHL004W	3042	4725	5367	5791	3935
YOR370C	8053	11452	14099	12141	11106
YDR389W	2806	3653	4791	4065	3516
YHR062C	1951	2378	2731	2894	2121
YDL027C	769	1261	1229	1042	1019
YER053C	478	2052	4433	1836	2934
YPL051W	877	915	1181	1043	783
YJR121W	59687	131993	128737	117368	91289
YLR081W	58	26	37	22	14
YML066C	1188	2299	107	98	94
YKR014C	2954	3027	5629	4731	4045
YAL060W	8048	6480	31641	15277	22781
YLR412W	2291	2037	2754	2703	2261
YER002W	7810	6223	3923	4816	2965
YDL127W	901	999	1790	1670	1482
YPR008W	3412	4636	4932	3979	3741
YGL020C	6585	6560	7106	10602	5534
YMR083W	26139	27098	30231	23614	23892
YMR112C	771	919	782	829	635
YOR186W	1	55	20	5	10
YMR216C	4959	6714	6958	6493	5603
YIL047C	14340	18554	15218	15809	11849
YDR502C	9463	15794	22908	18863	15933
YGR065C	4149	7320	4066	6275	3211
YGR247W	939	1096	1313	1498	1293
YPR026W	599	1194	1735	1236	1086
YEL002C	20763	23012	26045	25033	17844
YEL075C	0	0	0	0	0
YPL245W	5063	9151	5051	5568	4085
YDR495C	1203	1306	1930	1771	1301
YGL027C	10587	11213	13301	19332	9028
YHR199C	2795	4165	3584	4296	2427
YDL090C	699	1019	1643	1415	1142
YFL054C	413	835	370	302	348
YJL128C	2905	4464	5292	7234	3887
YBL097W	1058	1284	1190	1179	923
YDR457W	12488	20833	22058	23921	15690
YJL073W	2682	3339	2807	2848	1983
YDR370C	1829	1899	1704	1683	1319
YOR113W	520	1069	831	662	589
YPR135W	1532	1771	2001	1957	1291
YLR193C	906	1333	1122	883	816
YLR248W	9836	9438	12463	11020	8404
YJL102W	1649	3565	1665	1327	997
YNL181W	3044	3442	3623	3583	2825
YBL068W	5947	6694	8131	8371	6397
YDR163W	871	843	621	635	516
YDL105W	594	437	864	845	581
YBR011C	69561	80756	88405	81549	72354
YHR082C	6812	15247	9655	9299	7223
YLR392C	547	774	1326	1114	886
YPL017C	642	1329	922	693	628
YPR168W	236	311	214	263	150
YJL048C	461	1653	3931	2555	2911
YPR113W	14135	20432	21526	16132	17144
YKL161C	1759	3347	2347	1165	2045
YBR251W	1534	1885	2217	2118	1728
YIL113W	103	167	297	212	185
YOL107W	1233	1216	2251	1971	1575
YGR135W	5997	6270	10398	8703	7584
YGL219C	2000	2680	3056	2873	2194
YAL051W	1465	1225	2700	2448	1849
YCR057C	13068	12926	12355	16274	9923
YKL138C-A	460	736	659	649	536
YPL140C	1005	1797	1672	1534	1182
YKL070W	645	1222	1520	1506	1217
YHR152W	1012	968	1156	1412	718
YNL029C	2286	2394	2781	2959	2018
YHR166C	956	1169	1557	1972	1046
YIL128W	3827	4926	5671	5826	4104
YGL097W	5996	7010	8567	8800	6383
YLR224W	3695	4935	4810	4537	3970
YLR271W	306	330	645	549	527
YGR168C	684	692	1565	1474	1160
YIL066C	87	552	66	49	33
YIL088C	3988	5852	9514	7689	6773
YGR187C	6299	5062	5683	7431	4565
YNR041C	2137	4696	3724	2803	2796
YNL259C	1616	1318	810	834	662
YML101C	792	1295	983	731	673
YLR466C-B	0	1	0	0	0
YNL099C	1893	2289	3134	2923	2221
YGR048W	1038	1563	2047	2862	1532
YKR096W	2109	3327	3397	2866	2286
YCL016C	565	1175	1208	1130	939
YFR043C	589	650	671	560	568
YHL021C	437	1382	6827	1883	4374
YIL008W	2639	2373	1725	2258	1456
YOR357C	1044	1518	1574	1225	998
YGR153W	254	276	200	151	124
YFR038W	3714	3902	4687	4715	3559
YAR035W	204	62	101	95	24
YOR037W	766	960	1255	1181	884
YGL222C	551	808	914	736	698
YHR129C	886	1208	1033	1494	793
YBR255C-A	518	807	497	390	419
YGR033C	2827	3492	3854	6369	3931
YJR144W	2173	3411	2777	2408	2160
YLL056C	415	534	255	303	257
YMR171C	3747	4684	7055	5788	4757
YCR042C	3531	4184	3755	3870	2791
YCR035C	4793	4317	4970	5799	3945
YPL019C	12927	14726	9437	9339	6114
YLR048W	93123	133543	140616	118483	99246
YMR259C	6623	7143	6357	7952	4885
YBR061C	2935	2595	2907	3720	2536
YOR145C	12347	12802	12759	15370	10291
YCL019W	0	0	0	0	0
YBL037W	2197	3887	4522	4318	3172
YPR190C	5922	6105	6384	7159	4694
YOR215C	692	1028	2127	1498	1399
YGL175C	203	416	394	413	249
YOR262W	3702	3647	3434	4113	2688
YDL048C	312	391	1581	1029	1375
YEL056W	2425	3224	5080	4396	3800
YNL204C	615	688	432	755	396
YLR066W	5021	4736	5525	5853	4363
YBR047W	98	217	205	154	174
YNL273W	2833	3599	4464	4324	2965
YER070W	21017	29485	45196	39513	29483
YOR312C	81907	94066	109340	97457	83122
YMR099C	6185	8089	16028	14132	12159
YKR057W	46256	66664	46344	48004	43208
YOR284W	284	261	284	285	238
YOR163W	1930	2469	2093	1953	1676
YMR044W	2164	2443	2871	2385	2234
YDR073W	717	1122	686	710	509
YJL077W-B	69	120	57	68	34
YML050W	346	427	508	422	447
YPR074C	64004	109708	130591	105559	90287
YDR239C	2087	2605	2126	2362	1548
YML085C	10305	14222	21645	19774	17055
YHR185C	5	4	6	8	2
YDR242W	1440	1929	1360	1722	1132
YLR175W	50274	56305	59355	59163	44681
YJL138C	48876	78197	64185	101157	52630
YER103W	547	812	1227	1123	880
YJL025W	1372	1737	2020	2903	1613
YMR262W	420	988	1184	739	835
YLR153C	27431	42324	45995	38919	34912
YBL076C	50777	66941	72336	78613	53977
YGL134W	846	1335	1631	1387	1184
YLR128W	262	352	302	226	242
YKR068C	2560	3044	3512	3167	2627
YJR027W	0	0	0	0	0
YBR143C	25958	31627	41886	39662	31763
YDR086C	8445	8903	10498	9812	8091
YIR016W	627	748	535	354	352
YPL072W	604	1138	849	916	479
YJL134W	4646	5935	6908	10053	5268
YJL161W	72	93	78	123	55
YDR449C	4774	3368	5809	7211	4241
YLR367W	16929	28506	21110	4735	16391
YGL205W	127	303	118	108	84
YIR022W	6399	7597	7310	7442	5568
YKR042W	26448	35266	18851	22999	12754
YDL142C	709	1114	1222	973	844
YMR066W	838	924	1254	1417	774
YMR019W	2938	4023	3417	3660	2352
YGL196W	1409	3474	1461	1324	1164
YJL209W	1789	1948	2319	3823	1680
YDR264C	7219	9397	9139	9150	6561
YNL035C	1084	1132	2077	2251	1614
YMR297W	15440	33742	37810	29836	27263
YLR250W	5735	5805	6315	5514	4397
YBR281C	2740	3531	6107	6351	4384
YCR075C	822	1225	1418	1054	994
YGR081C	2467	2308	2765	4353	1991
YBL016W	4	34	8	10	4
YGL150C	9120	11713	9650	8299	6594
YOR349W	2069	3114	2226	2620	1474
YNL292W	4066	4750	4237	4652	3236
YCL057C-A	830	2650	2552	1763	1673
YBR270C	436	395	564	627	443
YAL023C	42747	28617	58520	57862	39585
YJR127C	2085	4946	7187	4920	5265
YOR014W	5850	7750	10100	8869	7449
YLR390W	718	1380	1090	916	790
YLR345W	218	693	1875	927	1278
YLR448W	62651	80493	80824	75346	62554
YDR311W	1567	1971	2738	2724	1962
YHR002W	847	1399	1443	1335	1072
YDR472W	2836	2572	3634	3992	2957
YNR062C	248	328	347	337	273
YNL155W	1211	1739	2025	1894	1495
YAL018C	0	0	4	0	0
YNL100W	1321	2516	3079	2620	2178
YBR216C	1643	2303	3615	3340	2468
YOR372C	1142	1836	2358	2113	1731
YHR108W	9552	12862	17398	15709	13053
YDR025W	61484	86346	72792	70938	58241
YBR086C	16122	20716	27924	25674	17444
YAR003W	2260	1706	4867	4150	3604
YMR236W	1953	4178	2372	2329	2118
YNL304W	752	1029	1145	877	813
YOL011W	2754	7618	3708	3349	2299
YLR443W	3178	4869	3781	3752	2794
YDR235W	1564	1302	2373	2202	1714
YOL124C	5543	4446	5377	7601	4382
YDR013W	1288	1531	1698	1416	1213
YHR021W-A	29	47	96	18	66
YHL002W	1605	2434	3213	2781	2507
YER051W	729	999	858	892	638
YDR228C	1604	2098	2289	2287	1600
YER004W	2781	7330	6568	5274	4542
YBL105C	4971	5720	7281	7019	4735
YKR016W	2995	5097	6431	5565	3639
YLL036C	3063	3879	4456	4187	3252
YDL029W	4897	7370	11148	10186	8439
YDR210W-B	0	32	0	0	0
YLR034C	5843	12184	4845	4685	2920
YLR083C	27118	31628	32405	33215	21929
YBR028C	1562	1823	2877	2809	2144
YDL121C	5418	5230	4728	5724	3664
YMR085W	209	355	261	230	161
YHR219W	284	302	88	102	64
YBR182C-A	17	12	17	12	29
YPR065W	2216	3074	2844	2466	2893
YOR184W	14192	14619	15054	13225	11267
YDL007W	6811	7212	8688	8790	6305
YMR210W	1811	2601	4074	3137	3008
YDR504C	310	396	438	335	300
YGR067C	47	102	38	43	20
YPR024W	7814	13262	11541	13383	7760
YDR493W	583	978	1039	862	846
YGR241C	3097	5130	4763	3992	3321
YGL036W	2225	4266	3898	4692	2324
YPL247C	598	1608	2688	1505	1636
YOR245C	1449	1842	2878	2642	2036
YKL167C	933	1429	1782	1570	1401
YBL095W	1306	2235	2097	1441	1573
YJL003W	433	597	788	681	627
YPR137W	9040	7865	9753	11901	7774
YMR027W	4131	5450	8570	7151	5854
YOR115C	2462	2707	3328	3040	2522
YLR208W	11125	12206	18089	16157	13614
YMR145C	25691	91616	73203	87094	47191
YDR161W	7016	5989	6406	9392	4770
YMR110C	2035	3656	7001	4656	4702
YGL128C	407	554	625	535	518
YCR065W	3092	3901	5200	4857	3884
YLR288C	622	943	1301	1201	926
YHR059W	713	815	706	814	640
YBR013C	96	107	158	196	110
YPL011C	1250	1665	1603	1655	1269
YOL094C	1659	1712	2929	2641	2264
YNL309W	663	1083	1221	1279	916
YLL033W	797	1096	959	986	642
YJR048W	4609	22445	26506	25843	19715
YPR111W	880	1228	1583	1572	1153
YHR084W	2044	2363	2632	2657	1711
YAL053W	14148	11701	12914	11489	9501
YNL149C	5785	8678	7176	7283	5430
YGL095C	1396	1733	2577	2306	1859
YBR257W	1458	1323	1762	1727	1325
YJR132W	8124	9308	8883	10376	6815
YHR079C-A	3	16	0	2	6
YIL079C	2231	2043	2246	2824	1753
YGR133W	643	949	942	897	729
YBR137W	961	1372	2434	1942	1956
YPL146C	10228	7007	6811	7633	5372
YKL072W	1257	1416	1306	1322	974
YPL139C	2121	2506	4508	3994	3187
YNL001W	3632	2905	3700	3745	2968
YJL080C	33469	40353	50047	47368	33750
YHR150W	843	892	1151	1805	803
YNL176C	3093	5744	4148	3978	3128
YIL173W	0	0	0	0	0
YKL149C	937	940	1254	1362	980
YPL189C-A	260	1118	1396	1155	1208
YHR164C	1550	2851	1946	3274	1456
YKL081W	128189	188845	222421	212233	169786
YPL164C	379	627	783	811	574
YMR274C	2068	1625	2361	1983	1693
YLR226W	1578	1320	2122	2156	1417
YDL229W	320465	442445	528351	468305	395105
YOL032W	322	1084	838	638	509
YHR027C	13508	20147	22890	22563	16263
YNR047W	2260	3150	4009	3609	2911
YIL060W	7	12	79	78	64
YBR239C	1597	1993	1474	1430	1210
YML107C	1361	1338	1531	1624	1267
YKR098C	376	785	1805	1594	1202
YFR041C	2761	2542	3064	2732	2018
YHR071W	4682	5677	7102	3662	5994
YOR355W	7226	9585	14753	15545	10111
YGL180W	403	764	728	648	395
YIL006W	505	1434	1468	997	1078
YAL034W-A	508	262	810	813	648
YOR316C-A	8	8	5	1	3
YHL023C	1893	2167	2824	3077	1903
YGR031W	653	893	789	874	533
YOR035C	1418	2081	3175	2472	2137
YOR060C	400	585	570	688	460
YER158C	910	1460	2081	2074	1505
YMR173W	119	224	1728	382	1323
YDR506C	139	166	134	154	90
YER123W	1432	2336	3359	3183	2478
YGL038C	2636	5319	6619	9789	4757
YLL008W	14596	13845	9336	14345	7303
YKL206C	1994	2404	3010	2233	2204
YMR319C	1313	1216	3056	3691	2454
YER055C	35015	46178	24972	24147	19776
YBL031W	683	674	906	728	603
YDR423C	385	837	290	158	212
YPL228W	1739	1858	2174	2210	1491
YOR260W	12033	15152	13817	15877	10958
YPR196W	884	504	1239	1275	983
YHL049C	0	0	0	0	0
YLR013W	0	2	0	0	0
YNL271C	7985	9712	8110	9056	6030
YBR045C	335	140	149	111	72
YOR380W	564	981	1287	1058	928
YER072W	21198	30202	13137	13171	10936
YDR508C	37178	69582	13624	13219	9384
YNL339C	0	0	0	0	0
YPR158W	584	3504	1375	1102	573
YJL058C	793	960	979	1158	715
YDR075W	1242	1236	1229	1393	1091
YLR177W	1767	2324	2381	1339	1528
YGR220C	2419	3416	4475	3806	3157
YML052W	9720	14186	16666	11816	9843
YHR187W	1798	2245	2313	4101	1906
YGR275W	1326	1678	1806	1556	1253
YOR286W	8747	4972	5125	4104	3668
YDR240C	1157	1184	1695	1732	1158
YBL046W	1440	1978	1125	1208	850
YOR143C	1597	1284	2254	2079	1722
YBR063C	1267	1055	1331	1573	990
YER105C	9427	11961	14242	15450	10413
YJL023C	676	638	610	525	443
YBL104C	1803	2731	3002	2914	2068
YKL165C	9655	13029	14509	12092	10273
YDR518W	4432	2711	4067	3260	2728
YDR308C	1064	1052	1242	1039	1064
YLR151C	224	547	498	350	445
YMR264W	3657	3844	4189	4164	3170
YGL136C	1778	1475	1835	1657	1315
YPR018W	2730	2342	1346	1142	818
YER018C	531	1085	758	515	541
YDL002C	1634	1325	1641	1580	1294
YJR029W	0	0	0	0	0
YBR141C	748	513	1080	1299	894
YJL136C	38078	44565	33242	62934	28417
YDR140W	1314	1553	2423	2470	1763
YDR080W	1610	2121	2059	1743	1288
YBR114W	998	1397	2632	2229	2337
YIR014W	218	315	160	137	120
YPL070W	1283	1666	1934	1496	1346
YLR361C	2643	4055	3259	3342	2116
YGL159W	1459	1336	3701	3717	2957
YKL180W	90933	120177	128148	106864	96687
YMR064W	1828	1964	2827	2639	1910
YJR007W	12618	12660	23013	20653	16131
YER098W	574	1139	1443	1255	1010
YHR047C	7964	12989	16268	14166	12382
YJL118W	859	1253	989	1330	736
YIR002C	1229	1725	1852	1696	1331
YGL001C	19764	13507	14550	18613	12167
YMR291W	482	1136	2274	1536	1262
YDL140C	20440	41745	32553	32790	23578
YDR266C	4719	5832	7959	7874	5735
YGL194C	955	865	1390	1323	998
YKL091C	399	768	1645	1050	1316
YNL037C	4473	8309	12671	10029	8755
YFL013C	1239	1363	1722	1745	1116
YPL107W	761	880	1029	871	749
YIL107C	1048	1872	1370	945	1029
YOR326W	16398	22041	26670	25740	18305
YGR087C	13	8	12	38	5
YGL156W	348	819	1184	883	811
YMR290C	15682	15434	17076	22981	13364
YGR147C	3739	6022	5361	5559	4483
YJR092W	4576	6252	6286	5929	4158
YAL025C	10207	4264	6027	8396	4966
YBL014C	2845	3042	3478	4804	2728
YOR016C	5069	5848	4177	4071	2824
YDL217C	839	916	756	699	610
YDR313C	864	1314	1380	1313	1178
YHR004C	1274	1519	1916	1570	1485
YNL153C	3774	5119	3230	3653	2803
YBR214W	246	1144	2986	1162	1975
YNR064C	546	552	185	261	131
YMR224C	955	1248	1346	1406	1123
YBR249C	29310	43323	47939	39814	33070
YFR008W	76	219	307	256	249
YNL102W	5116	5832	6477	6934	4634
YMR234W	1859	1497	2458	2478	1806
YOL086W-A	822	1318	690	695	591
YBR084W	44967	61937	48826	59872	34080
YDL131W	8560	7654	7311	8555	6003
YNL081C	1362	2398	3196	2431	2274
YPL267W	860	756	792	770	524
YOR229W	633	714	612	470	471
YEL024W	4200	15952	18463	12411	11159
YOL017W	1647	1586	2404	2122	1653
YPL123C	414	491	1145	723	716
YOR083W	200	272	240	182	114
YDR023W	33345	35332	52408	48446	37845
YNL294C	3198	4187	2343	2322	1701
YBR272C	1086	1571	1979	1678	1358
YDR298C	9010	16086	21934	17379	16292
YDR011W	31181	68112	65086	71216	47320
YCL043C	65767	87930	82737	76178	59262
YPR097W	4784	4267	5416	6261	3792
YOL151W	1158	1732	4584	3437	3755
YHR131C	1681	2891	2576	3882	2116
YIL029C	244	147	0	0	0
YCR009C	3517	4618	8240	7437	6116
YDR118W	890	1514	1152	1070	708
YMR169C	188	278	638	497	452
YLR118C	2051	2477	3636	3397	3053
YER006W	18705	19124	18360	22312	14156
YPR051W	1171	1772	1701	1523	1131
YLL034C	8065	8644	7939	11045	5897
YMR251W-A	459	3481	28594	18277	21478
YLR036C	507	850	418	286	260
YDL189W	2038	2224	3555	3391	2336
YDL123W	968	1516	1276	1208	894
YMR087W	1278	1375	1308	1273	966
YNL236W	2466	3483	5424	5179	3567
YGR221C	960	964	1577	1424	1047
YJR105W	29240	44274	48964	40826	34335
YDL072C	4489	7274	9485	5956	6526
YDL005C	1368	1873	2302	2025	1556
YMR212C	11424	8356	10653	12132	7704
YNL313C	10750	14399	12044	15170	9595
YJL196C	5965	15500	27093	23141	20810
YLR058C	39129	74611	48882	48314	37041
YOR247W	20420	43836	21864	28978	15015
YGR292W	10	1	84	59	19
